iata,name,city,country_code,type,scheduled_service,iso_region,ident,label
JKG,Jönköping Airport,Jönköping,SE,,,,,"Jönköping — Jönköping Airport (JKG), SE"
KLR,Kalmar Airport,Kalmar,SE,,,,,"Kalmar — Kalmar Airport (KLR), SE"
KSD,Karlstad Airport,Karlstad,SE,,,,,"Karlstad — Karlstad Airport (KSD), SE"
KRN,Kiruna Airport,Kiruna,SE,,,,,"Kiruna — Kiruna Airport (KRN), SE"
LPI,Linköping City Airport,Linköping,SE,,,,,"Linköping — Linköping City Airport (LPI), SE"
LLA,Luleå Airport,Luleå,SE,,,,,"Luleå — Luleå Airport (LLA), SE"
LYC,Lycksele Airport,Lycksele,SE,,,,,"Lycksele — Lycksele Airport (LYC), SE"
MMX,Malmö Sturup Airport,Malmö,SE,,,,,"Malmö — Malmö Sturup Airport (MMX), SE"
SCR,Scandinavian Mountains Airport,Malung-Sälen,SE,,,,,"Malung-Sälen — Scandinavian Mountains Airport (SCR), SE"
MXX,Mora Airport,Mora,SE,,,,,"Mora — Mora Airport (MXX), SE"
NRK,Norrköping Airport,Norrköping,SE,,,,,"Norrköping — Norrköping Airport (NRK), SE"
NYO,Stockholm Skavsta Airport,Nyköping,SE,,,,,"Nyköping — Stockholm Skavsta Airport (NYO), SE"
KRF,Kramfors-Sollefteå Höga Kusten Airport,Nyland,SE,,,,,"Nyland — Kramfors-Sollefteå Höga Kusten Airport (KRF), SE"
PJA,Pajala Airport,Pajala,SE,,,,,"Pajala — Pajala Airport (PJA), SE"
RNB,Ronneby Airport,Ronneby,SE,,,,,"Ronneby — Ronneby Airport (RNB), SE"
HFS,Hagfors Airport,Råda,SE,,,,,"Råda — Hagfors Airport (HFS), SE"
SFT,Skellefteå Airport,Skellefteå,SE,,,,,"Skellefteå — Skellefteå Airport (SFT), SE"
ARN,Stockholm-Arlanda Airport,Stockholm,SE,,,,,"Stockholm — Stockholm-Arlanda Airport (ARN), SE"
BMA,Stockholm-Bromma Airport,Stockholm,SE,,,,,"Stockholm — Stockholm-Bromma Airport (BMA), SE"
VST,Stockholm Västerås Airport,Stockholm / Västerås,SE,,,,,"Stockholm / Västerås — Stockholm Västerås Airport (VST), SE"
SDL,Sundsvall-Härnösand Airport,Sundsvall/ Härnösand,SE,,,,,"Sundsvall/ Härnösand — Sundsvall-Härnösand Airport (SDL), SE"
EVG,Sveg Airport,Sveg,SE,,,,,"Sveg — Sveg Airport (EVG), SE"
TYF,Torsby Airport,Torsby,SE,,,,,"Torsby — Torsby Airport (TYF), SE"
THN,Trollhättan-Vänersborg Airport,Trollhättan,SE,,,,,"Trollhättan — Trollhättan-Vänersborg Airport (THN), SE"
UME,Umeå Airport,Umeå,SE,,,,,"Umeå — Umeå Airport (UME), SE"
VHM,Vilhelmina South Lapland Airport,Vilhelmina,SE,,,,,"Vilhelmina — Vilhelmina South Lapland Airport (VHM), SE"
VBY,Visby Airport,Visby,SE,,,,,"Visby — Visby Airport (VBY), SE"
VXO,Växjö Kronoberg Airport,Växjö,SE,,,,,"Växjö — Växjö Kronoberg Airport (VXO), SE"
AGH,Ängelholm-Helsingborg Airport,Ängelholm,SE,,,,,"Ängelholm — Ängelholm-Helsingborg Airport (AGH), SE"
ORB,Örebro Airport,Örebro,SE,,,,,"Örebro — Örebro Airport (ORB), SE"
OER,Örnsköldsvik Airport,Örnsköldsvik,SE,,,,,"Örnsköldsvik — Örnsköldsvik Airport (OER), SE"
OSD,Åre Östersund Airport,Östersund,SE,,,,,"Östersund — Åre Östersund Airport (OSD), SE"
XSP,Seletar Airport,Seletar,SG,,,,,"Seletar — Seletar Airport (XSP), SG"
SIN,Singapore Changi Airport,Singapore,SG,,,,,"Singapore — Singapore Changi Airport (SIN), SG"
ASI,RAF Ascension Island,Cat Hill,SH,,,,,"Cat Hill — RAF Ascension Island (ASI), SH"
HLE,Saint Helena International Airport,Jamestown,SH,,,,,"Jamestown — Saint Helena International Airport (HLE), SH"
MBX,Maribor Edvard Rusjan Airport,Maribor,SI,,,,,"Maribor — Maribor Edvard Rusjan Airport (MBX), SI"
LJU,Ljubljana Jože Pučnik Airport,Zgornji Brnik,SI,,,,,"Zgornji Brnik — Ljubljana Jože Pučnik Airport (LJU), SI"
BTS,M. R. Štefánik Airport,Bratislava,SK,,,,,"Bratislava — M. R. Štefánik Airport (BTS), SK"
KSC,Košice International Airport,Košice,SK,,,,,"Košice — Košice International Airport (KSC), SK"
TAT,Poprad-Tatry Airport,Poprad,SK,,,,,"Poprad — Poprad-Tatry Airport (TAT), SK"
SLD,Sliač Airport,Sliač,SK,,,,,"Sliač — Sliač Airport (SLD), SK"
FNA,Lungi International Airport,Freetown (Lungi-Town),SL,,,,,"Freetown (Lungi-Town) — Lungi International Airport (FNA), SL"
CSK,Cap Skirring Airport,Cap Skirring,SN,,,,,"Cap Skirring — Cap Skirring Airport (CSK), SN"
DSS,Blaise Diagne International Airport,Dakar,SN,,,,,"Dakar — Blaise Diagne International Airport (DSS), SN"
DKR,Léopold Sédar Senghor International Airport,Dakar,SN,,,,,"Dakar — Léopold Sédar Senghor International Airport (DKR), SN"
ZIG,Ziguinchor Airport,Ziguinchor,SN,,,,,"Ziguinchor — Ziguinchor Airport (ZIG), SN"
BLW,Beledweyne Airport,Beledweyne,SO,,,,,"Beledweyne — Beledweyne Airport (BLW), SO"
BBO,Berbera Airport,Berbera,SO,,,,,"Berbera — Berbera Airport (BBO), SO"
BSA,Bosaso / Bender Qassim International Airport,Bosaso,SO,,,,,"Bosaso — Bosaso / Bender Qassim International Airport (BSA), SO"
GLK,Galcaio Airport,Galcaio,SO,,,,,"Galcaio — Galcaio Airport (GLK), SO"
GGR,Garowe Airport,Garowe,SO,,,,,"Garowe — Garowe Airport (GGR), SO"
HGA,Egal International Airport,Hargeisa,SO,,,,,"Hargeisa — Egal International Airport (HGA), SO"
MGQ,Aden Adde International Airport,Mogadishu,SO,,,,,"Mogadishu — Aden Adde International Airport (MGQ), SO"
DRJ,Drietabbetje Airport,Drietabbetje,SR,,,,,"Drietabbetje — Drietabbetje Airport (DRJ), SR"
EAX,Eduard Alexander Gummels Airport,Kwatta,SR,,,,,"Kwatta — Eduard Alexander Gummels Airport (EAX), SR"
MOJ,Moengo Airstrip,Moengo,SR,,,,,"Moengo — Moengo Airstrip (MOJ), SR"
ORG,Zorg en Hoop Airport,Paramaribo,SR,,,,,"Paramaribo — Zorg en Hoop Airport (ORG), SR"
AGI,Wageningen Airstrip,Wageningen,SR,,,,,"Wageningen — Wageningen Airstrip (AGI), SR"
PBM,Johan Adolf Pengel International Airport,Zandery,SR,,,,,"Zandery — Johan Adolf Pengel International Airport (PBM), SR"
JUB,Juba International Airport,Juba,SS,,,,,"Juba — Juba International Airport (JUB), SS"
MAK,Malakal International Airport,Malakal,SS,,,,,"Malakal — Malakal International Airport (MAK), SS"
WUU,Wau Airport,Wau,SS,,,,,"Wau — Wau Airport (WUU), SS"
TMS,São Tomé International Airport,São Tomé,ST,,,,,"São Tomé — São Tomé International Airport (TMS), ST"
PCP,Principe Airport,São Tomé & Príncipe,ST,,,,,"São Tomé & Príncipe — Principe Airport (PCP), ST"
ILS,Ilopango International Airport,San Salvador,SV,,,,,"San Salvador — Ilopango International Airport (ILS), SV"
SAL,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,San Salvador (San Luis Talpa),SV,,,,,"San Salvador (San Luis Talpa) — El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez (SAL), SV"
SXM,Princess Juliana International Airport,Sint Maarten,SX,,,,,"Sint Maarten — Princess Juliana International Airport (SXM), SX"
ALP,Aleppo International Airport,Aleppo,SY,,,,,"Aleppo — Aleppo International Airport (ALP), SY"
DAM,Damascus International Airport,Damascus,SY,,,,,"Damascus — Damascus International Airport (DAM), SY"
KAC,Qamishli Airport,Qamishly,SY,,,,,"Qamishly — Qamishli Airport (KAC), SY"
MTS,Matsapha International Airport,Manzini,SZ,,,,,"Manzini — Matsapha International Airport (MTS), SZ"
SHO,King Mswati III International Airport,Mpaka,SZ,,,,,"Mpaka — King Mswati III International Airport (SHO), SZ"
GDT,JAGS McCartney International Airport,Cockburn Town,TC,,,,,"Cockburn Town — JAGS McCartney International Airport (GDT), TC"
NCA,North Caicos Airport,North Caicos,TC,,,,,"North Caicos — North Caicos Airport (NCA), TC"
PLS,Providenciales International Airport,Providenciales,TC,,,,,"Providenciales — Providenciales International Airport (PLS), TC"
SLX,Salt Cay Airport,Salt Cay,TC,,,,,"Salt Cay — Salt Cay Airport (SLX), TC"
XSC,South Caicos Airport,South Caicos,TC,,,,,"South Caicos — South Caicos Airport (XSC), TC"
AEH,Abeche Airport,Abeche,TD,,,,,"Abeche — Abeche Airport (AEH), TD"
NDJ,N'Djamena International Airport,N'Djamena,TD,,,,,"N'Djamena — N'Djamena International Airport (NDJ), TD"
LFW,Lomé–Tokoin International Airport,Lomé,TG,,,,,"Lomé — Lomé–Tokoin International Airport (LFW), TG"
LPT,Lampang Airport,,TH,,,,,"Lampang Airport (LPT), TH"
LOE,Loei Airport,,TH,,,,,"Loei Airport (LOE), TH"
MAQ,Mae Sot Airport,,TH,,,,,"Mae Sot Airport (MAQ), TH"
NNT,Nan Airport,,TH,,,,,"Nan Airport (NNT), TH"
NAW,Narathiwat Airport,,TH,,,,,"Narathiwat Airport (NAW), TH"
PHY,Phetchabun Airport,,TH,,,,,"Phetchabun Airport (PHY), TH"
SNO,Sakon Nakhon Airport,,TH,,,,,"Sakon Nakhon Airport (SNO), TH"
THS,Sukhothai Airport,,TH,,,,,"Sukhothai Airport (THS), TH"
DMK,Don Mueang International Airport,Bangkok,TH,,,,,"Bangkok — Don Mueang International Airport (DMK), TH"
BKK,Suvarnabhumi Airport,Bangkok,TH,,,,,"Bangkok — Suvarnabhumi Airport (BKK), TH"
BFV,Buri Ram Airport,Buriram,TH,,,,,"Buriram — Buri Ram Airport (BFV), TH"
CNX,Chiang Mai International Airport,Chiang Mai,TH,,,,,"Chiang Mai — Chiang Mai International Airport (CNX), TH"
CEI,Mae Fah Luang - Chiang Rai International Airport,Chiang Rai,TH,,,,,"Chiang Rai — Mae Fah Luang - Chiang Rai International Airport (CEI), TH"
CJM,Chumphon Airport,Chumphon,TH,,,,,"Chumphon — Chumphon Airport (CJM), TH"
HDY,Hat Yai International Airport,Hat Yai,TH,,,,,"Hat Yai — Hat Yai International Airport (HDY), TH"
HHQ,Hua Hin Airport,Hua Hin,TH,,,,,"Hua Hin — Hua Hin Airport (HHQ), TH"
KKC,Khon Kaen Airport,Khon Kaen,TH,,,,,"Khon Kaen — Khon Kaen Airport (KKC), TH"
KBV,Krabi Airport,Krabi,TH,,,,,"Krabi — Krabi Airport (KBV), TH"
TDX,Trat Airport,Laem Ngop,TH,,,,,"Laem Ngop — Trat Airport (TDX), TH"
HGN,Mae Hong Son Airport,Mae Hong Son,TH,,,,,"Mae Hong Son — Mae Hong Son Airport (HGN), TH"
USM,Samui International Airport,Na Thon (Ko Samui Island),TH,,,,,"Na Thon (Ko Samui Island) — Samui International Airport (USM), TH"
KOP,Nakhon Phanom Airport,Nakhon Phanom,TH,,,,,"Nakhon Phanom — Nakhon Phanom Airport (KOP), TH"
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH,,,,,"Nakhon Si Thammarat — Nakhon Si Thammarat Airport (NST), TH"
PHS,Phitsanulok Airport,Phitsanulok,TH,,,,,"Phitsanulok — Phitsanulok Airport (PHS), TH"
HKT,Phuket International Airport,Phuket,TH,,,,,"Phuket — Phuket International Airport (HKT), TH"
UNN,Ranong Airport,Ranong,TH,,,,,"Ranong — Ranong Airport (UNN), TH"
UTP,U-Tapao–Rayong–Pattaya International Airport,Rayong,TH,,,,,"Rayong — U-Tapao–Rayong–Pattaya International Airport (UTP), TH"
ROI,Roi Et Airport,Roi Et,TH,,,,,"Roi Et — Roi Et Airport (ROI), TH"
URT,Surat Thani Airport,Surat Thani,TH,,,,,"Surat Thani — Surat Thani Airport (URT), TH"
PXR,Surin Airport,Surin,TH,,,,,"Surin — Surin Airport (PXR), TH"
TST,Trang Airport,Trang,TH,,,,,"Trang — Trang Airport (TST), TH"
UBP,Ubon Ratchathani Airport,Ubon Ratchathani,TH,,,,,"Ubon Ratchathani — Ubon Ratchathani Airport (UBP), TH"
UTH,Udon Thani International Airport,Udon Thani,TH,,,,,"Udon Thani — Udon Thani International Airport (UTH), TH"
DYU,Dushanbe International Airport,Dushanbe,TJ,,,,,"Dushanbe — Dushanbe International Airport (DYU), TJ"
LBD,Khujand International Airport,Khujand,TJ,,,,,"Khujand — Khujand International Airport (LBD), TJ"
TJU,Kulob Airport,Kulyab,TJ,,,,,"Kulyab — Kulob Airport (TJU), TJ"
KQT,Qurghonteppa International Airport,Kurgan-Tyube,TJ,,,,,"Kurgan-Tyube — Qurghonteppa International Airport (KQT), TJ"
BCH,Baucau Airport,Baucau,TL,,,,,"Baucau — Baucau Airport (BCH), TL"
DIL,Presidente Nicolau Lobato International Airport,Dili,TL,,,,,"Dili — Presidente Nicolau Lobato International Airport (DIL), TL"
ASB,Ashgabat International Airport,Ashgabat,TM,,,,,"Ashgabat — Ashgabat International Airport (ASB), TM"
BKN,Balkanabat Airport,Balkanabat,TM,,,,,"Balkanabat — Balkanabat Airport (BKN), TM"
TAZ,Daşoguz Airport,Daşoguz,TM,,,,,"Daşoguz — Daşoguz Airport (TAZ), TM"
MYP,Mary International Airport,Mary,TM,,,,,"Mary — Mary International Airport (MYP), TM"
KRW,Turkmenbashi International Airport,Turkmenbashi,TM,,,,,"Turkmenbashi — Turkmenbashi International Airport (KRW), TM"
CRZ,Türkmenabat International Airport,Türkmenabat,TM,,,,,"Türkmenabat — Türkmenabat International Airport (CRZ), TM"
NBE,Enfidha - Hammamet International Airport,Enfidha,TN,,,,,"Enfidha — Enfidha - Hammamet International Airport (NBE), TN"
GAE,Gabès Matmata International Airport,Gabès,TN,,,,,"Gabès — Gabès Matmata International Airport (GAE), TN"
GAF,Gafsa Ksar International Airport,Gafsa,TN,,,,,"Gafsa — Gafsa Ksar International Airport (GAF), TN"
DJE,Djerba Zarzis International Airport,Mellita,TN,,,,,"Mellita — Djerba Zarzis International Airport (DJE), TN"
MIR,Monastir Habib Bourguiba International Airport,Monastir,TN,,,,,"Monastir — Monastir Habib Bourguiba International Airport (MIR), TN"
SFA,Sfax Thyna International Airport,Sfax,TN,,,,,"Sfax — Sfax Thyna International Airport (SFA), TN"
TBJ,Tabarka-Aïn Draham International Airport,Tabarka,TN,,,,,"Tabarka — Tabarka-Aïn Draham International Airport (TBJ), TN"
TOE,Tozeur Nefta International Airport,Tozeur,TN,,,,,"Tozeur — Tozeur Nefta International Airport (TOE), TN"
TUN,Tunis Carthage International Airport,Tunis,TN,,,,,"Tunis — Tunis Carthage International Airport (TUN), TN"
EUA,Kaufana Airport,Eua Island,TO,,,,,"Eua Island — Kaufana Airport (EUA), TO"
HPA,Lifuka Island Airport,Lifuka,TO,,,,,"Lifuka — Lifuka Island Airport (HPA), TO"
NTT,Kuini Lavenia Airport,Niuatoputapu,TO,,,,,"Niuatoputapu — Kuini Lavenia Airport (NTT), TO"
TBU,Fua'amotu International Airport,Nuku'alofa,TO,,,,,"Nuku'alofa — Fua'amotu International Airport (TBU), TO"
VAV,Vava'u International Airport,Vava'u Island,TO,,,,,"Vava'u Island — Vava'u International Airport (VAV), TO"
ADF,Adıyaman Airport,Adıyaman,TR,,,,,"Adıyaman — Adıyaman Airport (ADF), TR"
KZR,Zafer Airport,Altıntaş,TR,,,,,"Altıntaş — Zafer Airport (KZR), TR"
MZH,Amasya Merzifon Airport,Amasya,TR,,,,,"Amasya — Amasya Merzifon Airport (MZH), TR"
ESB,Esenboğa International Airport,Ankara,TR,,,,,"Ankara — Esenboğa International Airport (ESB), TR"
HTY,Hatay Airport,Antakya,TR,,,,,"Antakya — Hatay Airport (HTY), TR"
AYT,Antalya International Airport,Antalya,TR,,,,,"Antalya — Antalya International Airport (AYT), TR"
IST,İstanbul Airport,"Arnavutköy, Istanbul",TR,,,,,"Arnavutköy, Istanbul — İstanbul Airport (IST), TR"
AJI,Ağrı Airport,Ağrı,TR,,,,,"Ağrı — Ağrı Airport (AJI), TR"
BZI,Balıkesir Airport,Balıkesir,TR,,,,,"Balıkesir — Balıkesir Airport (BZI), TR"
BAL,Batman Airport,Batman,TR,,,,,"Batman — Batman Airport (BAL), TR"
BGG,Bingöl Airport,Bingöl,TR,,,,,"Bingöl — Bingöl Airport (BGG), TR"
BJV,Milas Bodrum International Airport,Bodrum,TR,,,,,"Bodrum — Milas Bodrum International Airport (BJV), TR"
DLM,Dalaman International Airport,Dalaman,TR,,,,,"Dalaman — Dalaman International Airport (DLM), TR"
DNZ,Çardak Airport,Denizli,TR,,,,,"Denizli — Çardak Airport (DNZ), TR"
DIY,Diyarbakır Airport,Diyarbakır,TR,,,,,"Diyarbakır — Diyarbakır Airport (DIY), TR"
EDO,Balıkesir Koca Seyit Airport,Edremit,TR,,,,,"Edremit — Balıkesir Koca Seyit Airport (EDO), TR"
EZS,Elazığ Airport,Elazığ,TR,,,,,"Elazığ — Elazığ Airport (EZS), TR"
ERC,Erzincan Airport,Erzincan,TR,,,,,"Erzincan — Erzincan Airport (ERC), TR"
ERZ,Erzurum International Airport,Erzurum,TR,,,,,"Erzurum — Erzurum International Airport (ERZ), TR"
AOE,Hasan Polatkan Airport,Eskişehir,TR,,,,,"Eskişehir — Hasan Polatkan Airport (AOE), TR"
GZT,Gaziantep Oğuzeli International Airport,Gaziantep,TR,,,,,"Gaziantep — Gaziantep Oğuzeli International Airport (GZT), TR"
ADB,Adnan Menderes International Airport,Gaziemir,TR,,,,,"Gaziemir — Adnan Menderes International Airport (ADB), TR"
GZP,Gazipaşa-Alanya Airport,Gazipaşa,TR,,,,,"Gazipaşa — Gazipaşa-Alanya Airport (GZP), TR"
YKO,Hakkari Yüksekova Airport,Hakkari,TR,,,,,"Hakkari — Hakkari Yüksekova Airport (YKO), TR"
ISE,Süleyman Demirel International Airport,Isparta,TR,,,,,"Isparta — Süleyman Demirel International Airport (ISE), TR"
IGD,Iğdır Airport,Iğdır,TR,,,,,"Iğdır — Iğdır Airport (IGD), TR"
KCM,Kahramanmaraş Airport,Kahramanmaraş,TR,,,,,"Kahramanmaraş — Kahramanmaraş Airport (KCM), TR"
KSY,Kars Airport,Kars,TR,,,,,"Kars — Kars Airport (KSY), TR"
ASR,Kayseri Erkilet International Airport,Kayseri,TR,,,,,"Kayseri — Kayseri Erkilet International Airport (ASR), TR"
KYA,Konya Airport,Konya,TR,,,,,"Konya — Konya Airport (KYA), TR"
MLX,Malatya Erhaç Airport,Malatya,TR,,,,,"Malatya — Malatya Erhaç Airport (MLX), TR"
MQM,Mardin Airport,Mardin,TR,,,,,"Mardin — Mardin Airport (MQM), TR"
MSR,Muş Airport,Muş,TR,,,,,"Muş — Muş Airport (MSR), TR"
NAV,Nevşehir Kapadokya Airport,Nevşehir,TR,,,,,"Nevşehir — Nevşehir Kapadokya Airport (NAV), TR"
OGU,Ordu–Giresun Airport,Ordu,TR,,,,,"Ordu — Ordu–Giresun Airport (OGU), TR"
SAW,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",TR,,,,,"Pendik, Istanbul — Istanbul Sabiha Gökçen International Airport (SAW), TR"
RZV,Rize–Artvin Airport,Rize,TR,,,,,"Rize — Rize–Artvin Airport (RZV), TR"
SZF,Samsun-Çarşamba Airport,Samsun,TR,,,,,"Samsun — Samsun-Çarşamba Airport (SZF), TR"
ADA,Adana Şakirpaşa Airport,Seyhan,TR,,,,,"Seyhan — Adana Şakirpaşa Airport (ADA), TR"
NOP,Sinop Airport,Sinop,TR,,,,,"Sinop — Sinop Airport (NOP), TR"
VAS,Sivas Nuri Demirağ Airport,Sivas,TR,,,,,"Sivas — Sivas Nuri Demirağ Airport (VAS), TR"
COV,Çukurova International Airport,Tarsus,TR,,,,,"Tarsus — Çukurova International Airport (COV), TR"
TJK,Tokat Airport,Tokat,TR,,,,,"Tokat — Tokat Airport (TJK), TR"
TZX,Trabzon International Airport,Trabzon,TR,,,,,"Trabzon — Trabzon International Airport (TZX), TR"
VAN,Van Ferit Melen Airport,Van,TR,,,,,"Van — Van Ferit Melen Airport (VAN), TR"
YEI,Bursa Yenişehir Airport,Yenişehir,TR,,,,,"Yenişehir — Bursa Yenişehir Airport (YEI), TR"
ONQ,Zonguldak Çaycuma Airport,Zonguldak,TR,,,,,"Zonguldak — Zonguldak Çaycuma Airport (ONQ), TR"
CKZ,Çanakkale Airport,Çanakkale,TR,,,,,"Çanakkale — Çanakkale Airport (CKZ), TR"
TEQ,Tekirdağ Çorlu Airport,Çorlu,TR,,,,,"Çorlu — Tekirdağ Çorlu Airport (TEQ), TR"
GNY,Şanlıurfa GAP Airport,Şanlıurfa,TR,,,,,"Şanlıurfa — Şanlıurfa GAP Airport (GNY), TR"
NKT,Şırnak Şerafettin Elçi Airport,Şırnak,TR,,,,,"Şırnak — Şırnak Şerafettin Elçi Airport (NKT), TR"
POS,Piarco International Airport,Port of Spain,TT,,,,,"Port of Spain — Piarco International Airport (POS), TT"
TAB,A.N.R. Robinson International Airport,Scarborough,TT,,,,,"Scarborough — A.N.R. Robinson International Airport (TAB), TT"
FUN,Funafuti International Airport,Funafuti,TV,,,,,"Funafuti — Funafuti International Airport (FUN), TV"
HUN,Hualien Chiashan Airport,Hualien City,TW,,,,,"Hualien City — Hualien Chiashan Airport (HUN), TW"
MZG,Penghu Magong Airport,Huxi,TW,,,,,"Huxi — Penghu Magong Airport (MZG), TW"
KHH,Kaohsiung International Airport,Kaohsiung (Xiaogang),TW,,,,,"Kaohsiung (Xiaogang) — Kaohsiung International Airport (KHH), TW"
MFK,Matsu Beigan Airport,Matsu (Beigan),TW,,,,,"Matsu (Beigan) — Matsu Beigan Airport (MFK), TW"
LZN,Matsu Nangan Airport,Matsu (Nangan),TW,,,,,"Matsu (Nangan) — Matsu Nangan Airport (LZN), TW"
KYD,Lanyu Airport,Orchid Island,TW,,,,,"Orchid Island — Lanyu Airport (KYD), TW"
PIF,Pingtung Air Force Base North,Pingtung,TW,,,,,"Pingtung — Pingtung Air Force Base North (PIF), TW"
KNH,Kinmen Airport,Shang-I,TW,,,,,"Shang-I — Kinmen Airport (KNH), TW"
CYI,Chiayi Airport,Shuishang,TW,,,,,"Shuishang — Chiayi Airport (CYI), TW"
RMQ,Taichung International Airport / Ching Chuang Kang Air Base,Taichung (Qingshui),TW,,,,,"Taichung (Qingshui) — Taichung International Airport / Ching Chuang Kang Air Base (RMQ), TW"
TNN,Tainan International Airport / Tainan Air Base,Tainan (Rende),TW,,,,,"Tainan (Rende) — Tainan International Airport / Tainan Air Base (TNN), TW"
TSA,Taipei Songshan International Airport,Taipei (Songshan),TW,,,,,"Taipei (Songshan) — Taipei Songshan International Airport (TSA), TW"
TTT,Taitung Airport,Taitung City,TW,,,,,"Taitung City — Taitung Airport (TTT), TW"
TPE,Taiwan Taoyuan International Airport,Taoyuan,TW,,,,,"Taoyuan — Taiwan Taoyuan International Airport (TPE), TW"
ARK,Arusha Airport,Arusha,TZ,,,,,"Arusha — Arusha Airport (ARK), TZ"
JRO,Kilimanjaro International Airport,Arusha,TZ,,,,,"Arusha — Kilimanjaro International Airport (JRO), TZ"
BKZ,Bukoba Airport,Bukoba,TZ,,,,,"Bukoba — Bukoba Airport (BKZ), TZ"
DAR,Julius Nyerere International Airport,Dar es Salaam,TZ,,,,,"Dar es Salaam — Julius Nyerere International Airport (DAR), TZ"
DOD,Dodoma Airport,Dodoma,TZ,,,,,"Dodoma — Dodoma Airport (DOD), TZ"
TKQ,Kigoma Airport,Kigoma,TZ,,,,,"Kigoma — Kigoma Airport (TKQ), TZ"
MFA,Mafia Airport,Kilindoni,TZ,,,,,"Kilindoni — Mafia Airport (MFA), TZ"
MBI,Songwe Airport,Mbeya,TZ,,,,,"Mbeya — Songwe Airport (MBI), TZ"
MYW,Mtwara Airport,Mtwara,TZ,,,,,"Mtwara — Mtwara Airport (MYW), TZ"
MUZ,Musoma Airport,Musoma,TZ,,,,,"Musoma — Musoma Airport (MUZ), TZ"
MWZ,Mwanza International Airport,Mwanza,TZ,,,,,"Mwanza — Mwanza International Airport (MWZ), TZ"
SEU,Seronera Airport,Seronera,TZ,,,,,"Seronera — Seronera Airport (SEU), TZ"
SHY,Shinyanga Airport,Shinyanga,TZ,,,,,"Shinyanga — Shinyanga Airport (SHY), TZ"
TBO,Tabora Airport,Tabora,TZ,,,,,"Tabora — Tabora Airport (TBO), TZ"
TGT,Tanga Airport,Tanga,TZ,,,,,"Tanga — Tanga Airport (TGT), TZ"
ZNZ,Abeid Amani Karume International Airport,Zanzibar,TZ,,,,,"Zanzibar — Abeid Amani Karume International Airport (ZNZ), TZ"
KBP,Boryspil International Airport,Boryspil,UA,,,,,"Boryspil — Boryspil International Airport (KBP), UA"
CWC,Chernivtsi International Airport,Chernivtsi,UA,,,,,"Chernivtsi — Chernivtsi International Airport (CWC), UA"
DNK,Dnipro International Airport,Dnipro,UA,,,,,"Dnipro — Dnipro International Airport (DNK), UA"
IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk,UA,,,,,"Ivano-Frankivsk — Ivano-Frankivsk International Airport (IFO), UA"
HRK,Kharkiv International Airport,Kharkiv,UA,,,,,"Kharkiv — Kharkiv International Airport (HRK), UA"
KHE,Kherson International Airport,Kherson,UA,,,,,"Kherson — Kherson International Airport (KHE), UA"
KWG,Kryvyi Rih International Airport,Kryvyi Rih,UA,,,,,"Kryvyi Rih — Kryvyi Rih International Airport (KWG), UA"
IEV,Ihor Sikorsky Kyiv International Airport (Zhuliany),Kyiv,UA,,,,,"Kyiv — Ihor Sikorsky Kyiv International Airport (Zhuliany) (IEV), UA"
LWO,Lviv International Airport,Lviv,UA,,,,,"Lviv — Lviv International Airport (LWO), UA"
MPW,Mariupol International Airport,Mariupol,UA,,,,,"Mariupol — Mariupol International Airport (MPW), UA"
NLV,Mykolaiv International Airport,Nikolayev,UA,,,,,"Nikolayev — Mykolaiv International Airport (NLV), UA"
ODS,Odessa International Airport,Odessa,UA,,,,,"Odessa — Odessa International Airport (ODS), UA"
RWN,Rivne International Airport,Rivne,UA,,,,,"Rivne — Rivne International Airport (RWN), UA"
SIP,Simferopol International Airport,Simferopol,UA,,,,,"Simferopol — Simferopol International Airport (SIP), UA"
UDJ,Uzhhorod International Airport,Uzhhorod,UA,,,,,"Uzhhorod — Uzhhorod International Airport (UDJ), UA"
OZH,Zaporizhzhia International Airport,Zaporizhia,UA,,,,,"Zaporizhia — Zaporizhzhia International Airport (OZH), UA"
RUA,Arua Airport,Arua,UG,,,,,"Arua — Arua Airport (RUA), UG"
ULU,Gulu Airport,Gulu,UG,,,,,"Gulu — Gulu Airport (ULU), UG"
EBB,Entebbe International Airport,Kampala,UG,,,,,"Kampala — Entebbe International Airport (EBB), UG"
KXO,Kisoro Airport,Kisoro,UG,,,,,"Kisoro — Kisoro Airport (KXO), UG"
SRT,Soroti Airport,Soroti,UG,,,,,"Soroti — Soroti Airport (SRT), UG"
AWK,Wake Island Airfield,Wake Island,UM,,,,,"Wake Island — Wake Island Airfield (AWK), UM"
ABR,Aberdeen Regional Airport,Aberdeen,US,,,,,"Aberdeen — Aberdeen Regional Airport (ABR), US"
ABI,Abilene Regional Airport,Abilene,US,,,,,"Abilene — Abilene Regional Airport (ABI), US"
ADK,Adak Airport,Adak,US,,,,,"Adak — Adak Airport (ADK), US"
AKK,Akhiok Airport,Akhiok,US,,,,,"Akhiok — Akhiok Airport (AKK), US"
KKI,Akiachak Airport,Akiachak,US,,,,,"Akiachak — Akiachak Airport (KKI), US"
